Age Group,Light Condition Desc,ACCIDENT_NO
50-59,Day,12005012390
50-59,Day,12005024151
50-59,Dusk/Dawn,12005020959
50-59,Day,22005013945
50-59,Dark No street lights,22005022918
50-59,Day,22005030766
50-59,Day,22005034818
50-59,Day,12005009571
50-59,Dusk/Dawn,12005031052
50-59,Dusk/Dawn,12005036266
50-59,Dusk/Dawn,12005043127
50-59,Dusk/Dawn,12005005177
50-59,Day,12005038282
50-59,Day,12005038805
50-59,Day,22005021218
50-59,Dusk/Dawn,22005019435
50-59,Dusk/Dawn,12005019572
50-59,Day,12005032847
50-59,Dark Street lights on,12005014149
50-59,Day,12005005913
50-59,Dark Street lights unknown,12005020553
50-59,Dark Street lights on,12005016523
50-59,Dark Street lights on,12005031517
50-59,Day,22005033425
50-59,Dark Street lights on,22005029510
50-59,Day,22005032546
50-59,Day,22005005940
50-59,Day,22005039713
50-59,Day,22005034332
50-59,Dark Street lights on,12005017065
50-59,Dark Street lights on,12005007484
50-59,Dusk/Dawn,22005037263
50-59,Dusk/Dawn,22005037421
50-59,Dusk/Dawn,22005032865
50-59,Day,12005020559
50-59,Dark Street lights on,22005032301
50-59,Day,22005013254
50-59,Dusk/Dawn,12005007880
50-59,Day,12005028771
50-59,Day,22005015519
50-59,Dusk/Dawn,22005018612
50-59,Day,12005011808
50-59,Day,22005014995
50-59,Day,22005027952
50-59,Day,12005004211
50-59,Day,12005037161
50-59,Day,12005006668
50-59,Day,12005037146
50-59,Day,22005040095
50-59,Day,22005003507
50-59,Dark Street lights on,12005023150
50-59,Day,12005032532
50-59,Day,12005033415
50-59,Day,22005006283
50-59,Day,22005035849
50-59,Day,22005002743
50-59,Day,12005006599
50-59,Day,22005022013
50-59,Dark Street lights on,22005013584
50-59,Dark Street lights on,12005004026
50-59,Day,22005038856
50-59,Day,12005006596
50-59,Day,12005007432
50-59,Dark Street lights on,12005006809
50-59,Dusk/Dawn,22005022919
50-59,Dark Street lights on,22005038355
50-59,Dark Street lights on,12005027104
50-59,Day,12005016546
50-59,Day,22005024627
50-59,Dusk/Dawn,12005032774
50-59,Day,12005042101
50-59,Day,12005023185
50-59,Day,22005029970
50-59,Dark No street lights,22005036315
50-59,Day,22005010715
50-59,Day,22005033411
50-59,Day,22005022899
50-59,Dark No street lights,22005038561
50-59,Dark Street lights on,22005015554
50-59,Day,22005022337
50-59,Dark Street lights on,22005040192
50-59,Day,22005042389
50-59,Day,12005026380
50-59,Day,12005043069
50-59,Day,22005039454
50-59,Day,12005003438
50-59,Day,22005042155
50-59,Day,22005007100
50-59,Dusk/Dawn,12005009633
50-59,Day,12005038451
50-59,Day,22005039187
50-59,Day,22005040484
50-59,Dusk/Dawn,22005037538
50-59,Dark Street lights on,12005029443
50-59,Dark Street lights on,12005021402
50-59,Day,12005025016
50-59,Day,12005034014
50-59,Day,22005005200
50-59,Dark No street lights,12005018546
50-59,Day,12005017891
50-59,Dark Street lights on,22005037577
50-59,Dusk/Dawn,22005038492
50-59,Day,22005023879
50-59,Day,22005012020
50-59,Dusk/Dawn,22005011438
50-59,Day,12005002890
50-59,Dark Street lights on,12005030340
50-59,Day,12005011394
50-59,Day,22005017353
50-59,Dusk/Dawn,22005009092
50-59,Dusk/Dawn,22005030951
50-59,Day,12005006884
50-59,Day,22005019023
50-59,Day,12005012212
50-59,Dark Street lights on,22005007201
50-59,Day,22005018601
50-59,Day,22005037686
50-59,Dusk/Dawn,12005019416
50-59,Day,12005009824
50-59,Dusk/Dawn,12005029653
50-59,Day,22005023996
50-59,Dark Street lights on,22005025479
50-59,Day,22005036347
50-59,Day,22005033174
50-59,Dark Street lights on,22005025444
50-59,Dark Street lights on,12005041434
50-59,Day,12005016225
50-59,Day,12005009057
50-59,Day,22005016832
50-59,Day,12005022330
50-59,Day,22005010080
50-59,Dark Street lights on,12005007936
50-59,Dark Street lights unknown,12005022531
50-59,Day,12005034672
50-59,Day,22005033610
50-59,Unknown,22005014396
50-59,Day,12005012539
50-59,Dark Street lights on,12005029481
50-59,Day,22005031283
50-59,Day,22005034494
50-59,Day,12005032978
50-59,Day,12005006909
50-59,Day,12005037808
50-59,Day,12005005590
50-59,Day,12005026141
50-59,Day,22005034329
50-59,Dark Street lights on,22005010335
50-59,Dark Street lights on,12005008351
50-59,Day,12005028790
50-59,Day,22005003457
50-59,Day,22005018910
50-59,Day,12005006899
50-59,Dusk/Dawn,22005008199
50-59,Dark Street lights on,22005025435
50-59,Day,12005021562
50-59,Day,22005040480
50-59,Day,12005001584
50-59,Dark Street lights on,12005005742
50-59,Dusk/Dawn,22005021626
50-59,Day,22005034333
50-59,Dark Street lights on,12005039319
50-59,Dark Street lights on,12005029450
50-59,Day,12005009933
50-59,Day,22005040202
50-59,Dusk/Dawn,22005039363
50-59,Day,22005020798
50-59,Day,22005043362
50-59,Day,12005005379
50-59,Dark Street lights on,12005037765
50-59,Dusk/Dawn,22005031739
50-59,Day,22005026688
50-59,Day,22005039376
50-59,Day,22005034333
50-59,Day,12005009824
50-59,Dark Street lights off,12005029878
50-59,Day,22005013945
50-59,Day,12005009699
50-59,Dusk/Dawn,22005033760
50-59,Day,12005043088
50-59,Day,12005004632
50-59,Day,22005008235
60-64,Dusk/Dawn,12005020714
60-64,Day,22005033610
60-64,Day,12005036022
60-64,Dusk/Dawn,22005031504
60-64,Dark Street lights on,22005018604
60-64,Dark Street lights on,22005023210
60-64,Day,12005042971
60-64,Dusk/Dawn,22005018778
60-64,Dark Street lights on,12005031166
60-64,Day,12005035843
60-64,Day,12005041977
60-64,Day,12005001986
60-64,Unknown,12005020161
60-64,Day,22005032180
60-64,Day,22005023348
60-64,Day,22005023397
60-64,Day,22005026962
60-64,Dark Street lights off,22005012949
60-64,Dark Street lights on,22005034530
60-64,Day,22005003624
60-64,Day,12005041339
60-64,Dark Street lights on,12005041260
60-64,Day,12005011977
60-64,Day,12005014725
60-64,Day,12005012379
60-64,Dusk/Dawn,12005022469
60-64,Day,22005007769
60-64,Day,22005004726
60-64,Day,22005023963
60-64,Dusk/Dawn,12005031950
60-64,Day,12005028312
60-64,Day,22005012256
60-64,Day,12005003594
60-64,Day,22005015740
60-64,Dusk/Dawn,12005029446
60-64,Dusk/Dawn,12005028748
60-64,Day,12005033840
60-64,Day,12005037987
60-64,Dusk/Dawn,12005031866
60-64,Day,12005012961
60-64,Day,12005004062
60-64,Day,12005038845
60-64,Day,12005023334
60-64,Day,12005040560
60-64,Day,22005041817
60-64,Dark Street lights on,22005037831
60-64,Day,12005027241
60-64,Day,12005036080
60-64,Day,22005009866
60-64,Dark Street lights on,12005014883
60-64,Dark Street lights on,12005038258
60-64,Day,12005041987
60-64,Day,12005025549
60-64,Day,12005026513
60-64,Day,12005002334
60-64,Dusk/Dawn,12005023530
60-64,Day,12005030543
60-64,Dark Street lights on,12005030729
60-64,Day,12005030538
60-64,Dark Street lights on,22005029688
60-64,Dusk/Dawn,12005040415
60-64,Day,12005025125
60-64,Dark Street lights on,12005008192
60-64,Dark Street lights on,22005016954
60-64,Dark Street lights on,22005021575
60-64,Dark Street lights unknown,22005039582
60-64,Day,12005028981
60-64,Dusk/Dawn,12005009518
60-64,Day,22005005921
60-64,Dark Street lights on,22005025057
60-64,Dark No street lights,22005025615
60-64,Day,12005032371
60-64,Day,12005008787
60-64,Day,12005003808
60-64,Day,22005026816
60-64,Day,12005006304
60-64,Day,12005023165
60-64,Day,12005042107
60-64,Day,22005039685
60-64,Dusk/Dawn,22005007112
60-64,Dark No street lights,22005020466
60-64,Day,12005027595
60-64,Day,12005017464
60-64,Day,12005033159
60-64,Day,12005026080
60-64,Day,12005033685
60-64,Day,22005030380
60-64,Day,22005010441
60-64,Day,22005027607
60-64,Day,12005038295
60-64,Day,22005038877
60-64,Day,22005019436
60-64,Day,22005040984
60-64,Day,22005002078
60-64,Day,22005030153
60-64,Dark No street lights,22005021805
60-64,Day,12005014115
60-64,Dusk/Dawn,22005036028
60-64,Day,22005039978
60-64,Day,22005031772
60-64,Day,12005043103
60-64,Day,22005008207
60-64,Dusk/Dawn,22005023967
60-64,Day,12005012961
60-64,Day,12005021760
60-64,Day,12005004439
60-64,Day,12005031972
60-64,Dusk/Dawn,12005033569
60-64,Day,12005032371
64-69,Day,12005030742
64-69,Day,12005027579
64-69,Dusk/Dawn,12005018379
64-69,Day,12005027946
64-69,Day,12005008783
64-69,Day,22005012406
64-69,Day,22005042346
64-69,Day,22005007970
64-69,Day,12005009838
64-69,Dark Street lights on,12005043100
64-69,Dark Street lights on,12005003326
64-69,Dark Street lights on,12005026093
64-69,Dark Street lights on,12005025020
64-69,Day,22005011447
64-69,Day,22005007793
64-69,Day,22005004666
64-69,Day,22005026924
64-69,Day,22005008841
64-69,Dark Street lights on,12005026088
64-69,Day,12005028581
64-69,Day,22005029167
64-69,Dark Street lights on,12005025886
64-69,Day,12005024437
64-69,Day,12005010991
64-69,Day,22005007177
64-69,Day,22005028791
64-69,Dusk/Dawn,22005037524
64-69,Day,12005030996
64-69,Dark Street lights on,12005040090
64-69,Dark Street lights on,12005033874
64-69,Day,12005007901
64-69,Dusk/Dawn,12005020439
64-69,Day,22005040653
64-69,Day,22005014738
64-69,Day,12005033745
64-69,Day,12005029459
64-69,Day,22005027713
64-69,Day,22005039509
64-69,Day,12005043268
64-69,Day,22005032819
64-69,Day,22005011605
64-69,Day,22005034329
64-69,Day,22005035107
64-69,Day,22005013221
64-69,Dark Street lights on,22005042417
64-69,Day,12005011270
64-69,Day,22005024505
64-69,Day,22005012045
64-69,Day,12005009534
64-69,Dusk/Dawn,12005026705
64-69,Day,12005024802
64-69,Dusk/Dawn,22005020758
64-69,Day,12005030120
64-69,Dusk/Dawn,12005043343
64-69,Day,12005021554
64-69,Day,12005017461
64-69,Day,12005038291
64-69,Day,22005008642
64-69,Dark Street lights on,22005017130
64-69,Day,12005005341
64-69,Day,12005024016
64-69,Day,12005041945
64-69,Day,12005040416
64-69,Day,12005040903
64-69,Day,12005012769
64-69,Day,22005002706
64-69,Day,12005009965
64-69,Day,12005026141
64-69,Day,12005038295
64-69,Day,12005030121
70+,Dusk/Dawn,22005023196
70+,Day,12005004648
70+,Day,12005041073
70+,Day,12005010458
70+,Day,22005007654
70+,Day,22005043180
70+,Day,22005019075
70+,Dusk/Dawn,12005036020
70+,Day,22005005138
70+,Day,22005007768
70+,Day,22005026195
70+,Day,22005033420
70+,Day,22005037205
0-4,Day,12005034628
0-4,Day,12005034628
5-12,Day,22005027216
5-12,Day,22005018418
5-12,Day,22005018418
5-12,Day,22005018418
5-12,Day,22005018418
70+,Day,12005017255
17-21,Dark Street lights on,22005032533
13-15,Day,22005038400
60-64,Day,12005010600
16-17,Dark Street lights on,22005037176
60-64,Day,12005024152
13-15,Day,12005017454
17-21,Day,22005041770
30-39,Day,22005037638
30-39,Day,12005007716
30-39,Day,12005042844
30-39,Day,12005030251
40-49,Day,12005023170
40-49,Day,22005012795
40-49,Day,12005042906
40-49,Day,12005016895
50-59,Day,12005038125
70+,Day,22005016976
30-39,Day,22005012805
26-29,Dusk/Dawn,12005043144
30-39,Day,12005012756
5-12,Dark Street lights on,22005017527
30-39,Day,12005011011
17-21,Dark Street lights on,12005016378
22-25,Day,12005042830
26-29,Day,12005011027
26-29,Day,12005034647
30-39,Day,22005019259
30-39,Dusk/Dawn,12005025156
17-21,Day,22005033578
22-25,Day,22005015536
30-39,Day,12005003767
17-21,Dark Street lights on,12005003870
22-25,Day,22005012005
30-39,Day,22005004728
30-39,Day,22005038877
50-59,Dark No street lights,22005007794
16-17,Dusk/Dawn,22005020758
22-25,Day,22005029299
30-39,Dark No street lights,22005015121
40-49,Day,22005007795
70+,Day,22005037684
17-21,Day,22005036884
17-21,Dark Street lights on,12005024124
17-21,Day,22005031278
17-21,Dusk/Dawn,22005027907
17-21,Day,12005020078
17-21,Dark Street lights on,12005021536
17-21,Day,12005018742
17-21,Dusk/Dawn,12005016091
17-21,Dark Street lights on,22005021625
17-21,Dark No street lights,22005003621
17-21,Day,22005007100
17-21,Dusk/Dawn,22005003872
17-21,Day,22005042700
17-21,Day,12005009873
17-21,Day,12005026113
17-21,Dark Street lights on,12005001592
17-21,Day,22005032840
17-21,Dusk/Dawn,12005003393
17-21,Dark Street lights on,12005035146
17-21,Day,22005034234
17-21,Day,22005011624
17-21,Day,22005002514
17-21,Dark Street lights on,22005016105
17-21,Day,22005023031
17-21,Day,22005042332
17-21,Day,22005013055
17-21,Dark No street lights,22005011211
17-21,Dark Street lights on,12005006465
17-21,Day,22005013216
17-21,Day,22005028587
17-21,Dark Street lights on,12005034447
17-21,Day,12005018750
17-21,Dusk/Dawn,12005011564
17-21,Day,22005036840
17-21,Dusk/Dawn,22005039741
17-21,Dark Street lights on,22005021227
17-21,Day,22005036061
17-21,Dark Street lights on,12005021194
17-21,Dark Street lights on,22005016167
17-21,Dusk/Dawn,22005020761
17-21,Dark Street lights on,12005020969
17-21,Dark Street lights on,12005030848
17-21,Dusk/Dawn,12005026705
17-21,Day,22005015911
17-21,Day,22005003457
17-21,Dark Street lights on,12005026580
17-21,Dark Street lights on,12005043091
17-21,Day,12005041655
17-21,Day,22005017522
17-21,Day,22005010022
17-21,Dusk/Dawn,22005019435
17-21,Day,12005028424
17-21,Day,22005008837
17-21,Day,12005017679
17-21,Day,22005020747
17-21,Day,22005027331
17-21,Day,22005041349
17-21,Dark Street lights on,22005011435
17-21,Day,22005002746
17-21,Dark Street lights on,22005017264
17-21,Day,22005003513
17-21,Dark Street lights on,12005008203
17-21,Day,12005009848
22-25,Dusk/Dawn,12005032522
22-25,Day,22005041541
22-25,Dark Street lights on,12005034817
22-25,Day,12005003808
22-25,Dusk/Dawn,22005031572
22-25,Dark Street lights on,22005009540
22-25,Dusk/Dawn,22005034794
22-25,Day,12005009045
22-25,Dark Street lights on,12005026389
22-25,Dark Street lights on,12005035285
22-25,Dark Street lights on,22005038885
22-25,Dark No street lights,22005029721
22-25,Dusk/Dawn,22005033760
22-25,Day,22005034274
22-25,Day,22005039454
22-25,Day,22005028795
22-25,Dark Street lights on,12005010814
22-25,Day,12005032048
22-25,Dusk/Dawn,12005028095
22-25,Dusk/Dawn,22005034222
22-25,Day,22005007962
22-25,Dark Street lights on,12005019728
22-25,Day,22005039521
22-25,Day,12005009510
22-25,Dark No street lights,22005004260
22-25,Dark No street lights,22005020466
22-25,Day,12005010478
22-25,Dark Street lights on,22005013537
22-25,Day,12005007091
22-25,Dusk/Dawn,12005031399
22-25,Dark No street lights,12005032487
22-25,Day,22005032712
22-25,Day,22005018405
22-25,Dark Street lights on,22005015748
22-25,Dark Street lights on,12005016202
22-25,Dusk/Dawn,12005015368
22-25,Day,22005041234
22-25,Dusk/Dawn,12005016562
22-25,Day,12005008389
22-25,Dark Street lights on,12005020905
22-25,Dark Street lights on,22005011611
22-25,Day,22005037963
22-25,Dark Street lights on,22005017504
22-25,Dark Street lights on,12005026580
26-29,Dark Street lights on,22005005782
26-29,Day,12005037172
26-29,Day,22005029683
26-29,Day,12005004253
26-29,Dusk/Dawn,12005029653
26-29,Day,12005009933
26-29,Dusk/Dawn,22005018590
26-29,Day,22005035803
26-29,Day,22005029168
26-29,Day,22005007748
26-29,Day,12005041045
26-29,Dusk/Dawn,22005033573
26-29,Day,12005023888
26-29,Dark Street lights on,12005028643
26-29,Day,22005033976
26-29,Day,12005023204
26-29,Day,22005007975
26-29,Dark Street lights on,22005022217
26-29,Dusk/Dawn,12005013655
26-29,Dusk/Dawn,22005023039
26-29,Day,12005041442
26-29,Dusk/Dawn,12005028095
26-29,Dusk/Dawn,22005025063
26-29,Dark Street lights on,22005011650
26-29,Dusk/Dawn,22005014997
26-29,Dusk/Dawn,22005003872
26-29,Dusk/Dawn,22005038392
26-29,Dark Street lights on,12005030677
26-29,Dusk/Dawn,12005028767
26-29,Dusk/Dawn,22005012791
26-29,Day,12005009821
26-29,Day,22005018777
26-29,Dark Street lights on,12005033936
30-39,Dark Street lights on,22005032540
30-39,Day,12005012539
30-39,Dark Street lights on,22005027924
30-39,Dark Street lights on,12005041981
30-39,Dusk/Dawn,22005021422
30-39,Dusk/Dawn,12005009633
30-39,Day,12005009270
30-39,Day,22005043039
30-39,Day,22005001791
30-39,Day,12005012732
30-39,Day,22005034278
30-39,Dark Street lights on,22005028600
30-39,Dark Street lights on,12005022180
30-39,Day,12005030541
30-39,Dark Street lights on,12005011835
30-39,Dark Street lights on,22005023542
30-39,Day,22005014161
30-39,Dark Street lights on,22005010826
30-39,Day,22005027838
30-39,Dusk/Dawn,22005022713
30-39,Day,22005032619
30-39,Day,22005014221
30-39,Day,22005005636
30-39,Dark Street lights on,12005019187
30-39,Day,22005003617
30-39,Dark Street lights on,12005005137
30-39,Day,22005038856
30-39,Dark Street lights on,22005027925
30-39,Day,12005007431
30-39,Day,22005006298
30-39,Dark No street lights,12005017474
30-39,Dark No street lights,22005027904
30-39,Day,12005037987
30-39,Day,22005014166
30-39,Dark Street lights on,22005029688
30-39,Day,22005007626
30-39,Dusk/Dawn,12005030733
30-39,Day,12005040393
30-39,Day,22005006487
30-39,Dark No street lights,22005023824
30-39,Dark Street lights on,12005015790
30-39,Dusk/Dawn,12005020236
30-39,Day,12005037522
30-39,Day,22005023528
30-39,Dark Street lights on,22005016242
30-39,Day,22005010078
40-49,Day,12005002026
40-49,Day,12005041314
40-49,Day,22005008834
40-49,Day,22005033180
40-49,Dusk/Dawn,22005037663
40-49,Dusk/Dawn,12005034299
40-49,Unknown,22005014396
40-49,Day,12005013810
40-49,Dusk/Dawn,22005033413
40-49,Day,22005005039
40-49,Day,22005041240
